"Station Name","TORONTO CITY CENTRE"
"Province","ONTARIO"
"Latitude","43.63"
"Longitude","-79.40"
"Elevation","76.80"
"Climate Identifier","6158359"
"WMO Identifier","71265"
"TC Identifier","YTZ"
"All times are specified in Local Standard Time (LST). Add 1 hour to adjust for Daylight Saving Time where and when it is observed."

"Legend"
"E","Estimated"
"M","Missing"
"NA","Not Available"

"Date/Time","Year","Month","Day","Time","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"2016-11-01 00:00","2016","11","01","00:00","7.7","","1.6","","65","","12","","21","","16.1","","101.22","","","","","","NA"
"2016-11-01 01:00","2016","11","01","01:00","7.8","","2.7","","70","","10","","18","","16.1","","101.16","","","","","","NA"
"2016-11-01 02:00","2016","11","01","02:00","8.3","","3.6","","72","","11","","17","","16.1","","101.15","","","","","","NA"
"2016-11-01 03:00","2016","11","01","03:00","7.6","","3.8","","77","","11","","8","","16.1","","101.14","","","","","","NA"
"2016-11-01 04:00","2016","11","01","04:00","7.6","","4.4","","80","","12","","8","","16.1","","101.03","","","","","","NA"
"2016-11-01 05:00","2016","11","01","05:00","8.7","","5.1","","78","","14","","13","","16.1","","100.99","","","","","","NA"
"2016-11-01 06:00","2016","11","01","06:00","9.0","","5.5","","78","","14","","11","","16.1","","100.96","","","","","","NA"
"2016-11-01 07:00","2016","11","01","07:00","9.2","","5.8","","79","","13","","9","","16.1","","100.92","","","","","","NA"
"2016-11-01 08:00","2016","11","01","08:00","10.6","","6.0","","73","","16","","15","","16.1","","100.95","","","","","","NA"
"2016-11-01 09:00","2016","11","01","09:00","10.9","","6.1","","72","","14","","11","","16.1","","100.90","","","","","","NA"
"2016-11-01 10:00","2016","11","01","10:00","11.9","","6.8","","71","","15","","13","","16.1","","100.90","","","","","","NA"
"2016-11-01 11:00","2016","11","01","11:00","11.7","","7.1","","73","","12","","13","","16.1","","100.81","","","","","","NA"
"2016-11-01 12:00","2016","11","01","12:00","12.2","","7.3","","72","","8","","17","","16.1","","100.73","","","","","","NA"
"2016-11-01 13:00","2016","11","01","13:00","12.6","","8.9","","78","","7","","15","","16.1","","100.64","","","","","","NA"
"2016-11-01 14:00","2016","11","01","14:00","14.1","","10.4","","78","","8","","18","","16.1","","100.60","","","","","","NA"
"2016-11-01 15:00","2016","11","01","15:00","14.2","","10.4","","78","","8","","15","","16.1","","100.55","","","","","","NA"
"2016-11-01 16:00","2016","11","01","16:00"
"2016-11-01 17:00","2016","11","01","17:00","13.0","","10.7","","86","","8","","9","","16.1","","100.52","","","","","","NA"
"2016-11-01 18:00","2016","11","01","18:00","13.1","","11.0","","87","","8","","11","","16.1","","100.57","","","","","","NA"
"2016-11-01 19:00","2016","11","01","19:00","15.5","","12.7","","83","","","","0","","16.1","","100.62","","","","","","NA"
"2016-11-01 20:00","2016","11","01","20:00","14.9","","13.5","","91","","17","","5","","16.1","","100.62","","","","","","NA"
"2016-11-01 21:00","2016","11","01","21:00","15.1","","13.3","","89","","20","","11","","16.1","","100.64","","","","","","NA"
"2016-11-01 22:00","2016","11","01","22:00","15.7","","13.6","","87","","","M","4","","16.1","","100.68","","","","","","NA"
"2016-11-01 23:00","2016","11","01","23:00","16.0","","13.7","","86","","","","0","","16.1","","100.73","","","","","","NA"
"2016-11-02 00:00","2016","11","02","00:00","13.8","","13.0","","95","","19","","4","","12.9","","100.77","","","","","","NA"
"2016-11-02 01:00","2016","11","02","01:00","14.3","","13.7","","96","","","","0","","9.7","","100.81","","","","","","Fog"
"2016-11-02 02:00","2016","11","02","02:00","14.9","","13.8","","93","","30","","5","","12.9","","100.87","","","","","","NA"
"2016-11-02 03:00","2016","11","02","03:00","14.5","","13.2","","92","","31","","4","","14.5","","100.89","","","","","","NA"
"2016-11-02 04:00","2016","11","02","04:00","14.1","","13.0","","93","","19","","5","","9.7","","100.96","","","","","","Fog"
"2016-11-02 05:00","2016","11","02","05:00","13.6","","12.8","","95","","","M","4","","8.1","","101.02","","","","","","Fog"
"2016-11-02 06:00","2016","11","02","06:00","14.5","","13.3","","92","","34","","8","","12.9","","101.06","","","","","","NA"
"2016-11-02 07:00","2016","11","02","07:00","13.7","","12.9","","95","","","","0","","8.1","","101.14","","","","","","Fog"
"2016-11-02 08:00","2016","11","02","08:00","15.5","","13.3","","86","","36","","5","","11.3","","101.24","","","","","","NA"
"2016-11-02 09:00","2016","11","02","09:00","17.0","","13.5","","80","","34","","8","","16.1","","101.20","","","","","","NA"
"2016-11-02 10:00","2016","11","02","10:00","17.4","","12.6","","73","","2","","11","","16.1","","101.15","","","","","","NA"
"2016-11-02 11:00","2016","11","02","11:00","18.0","","11.8","","67","","2","","5","","16.1","","101.25","","","","","","NA"
"2016-11-02 12:00","2016","11","02","12:00","18.9","","10.7","","59","","2","","5","","16.1","","101.19","","","","","","NA"
"2016-11-02 13:00","2016","11","02","13:00","17.1","","12.9","","76","","18","","9","","16.1","","101.13","","","","","","NA"
"2016-11-02 14:00","2016","11","02","14:00","16.5","","12.4","","76","","","","0","","16.1","","101.11","","","","","","NA"
"2016-11-02 15:00","2016","11","02","15:00","14.9","","13.0","","88","","28","","8","","14.5","","101.15","","","","","","Rain"
"2016-11-02 16:00","2016","11","02","16:00","16.3","","12.0","","75","","3","","5","","16.1","","101.09","","","","","","Rain"
"2016-11-02 17:00","2016","11","02","17:00","14.1","","12.8","","92","","17","","11","","9.7","","101.14","","","","","","Rain,Fog"
"2016-11-02 18:00","2016","11","02","18:00","13.4","","11.5","","88","","28","","5","","16.1","","101.20","","","","","","Rain"
"2016-11-02 19:00","2016","11","02","19:00","13.0","","12.0","","93","","5","","8","","8.1","","101.07","","","","","","Rain,Fog"
"2016-11-02 20:00","2016","11","02","20:00","14.1","","12.3","","89","","","M","4","","12.9","","101.09","","","","","","Rain"
"2016-11-02 21:00","2016","11","02","21:00","13.0","","12.4","","96","","13","","4","","4.8","","101.06","","","","","","Fog"
"2016-11-02 22:00","2016","11","02","22:00","12.9","","12.1","","95","","","","0","","6.4","","101.05","","","","","","Fog"
"2016-11-02 23:00","2016","11","02","23:00","12.9","","12.0","","94","","7","","4","","8.1","","100.96","","","","","","Fog"
"2016-11-03 00:00","2016","11","03","00:00","12.9","","12.1","","95","","7","","5","","14.5","","100.90","","","","","","NA"
"2016-11-03 01:00","2016","11","03","01:00","13.1","","12.5","","96","","9","","8","","16.1","","100.79","","","","","","NA"
"2016-11-03 02:00","2016","11","03","02:00","12.9","","12.4","","97","","8","","8","","4.8","","100.74","","","","","","Rain,Fog"
"2016-11-03 03:00","2016","11","03","03:00","13.1","","12.5","","96","","6","","13","","4.8","","100.64","","","","","","Rain,Fog"
"2016-11-03 04:00","2016","11","03","04:00","12.1","","10.7","","91","","34","","18","","8.1","","100.63","","","","","","Moderate Rain,Fog"
"2016-11-03 05:00","2016","11","03","05:00","11.2","","10.1","","93","","36","","17","","11.3","","100.65","","","","","","Moderate Rain"
"2016-11-03 06:00","2016","11","03","06:00","11.1","","9.7","","91","","34","","22","","12.9","","100.67","","","","","","Rain"
"2016-11-03 07:00","2016","11","03","07:00","10.9","","9.0","","88","","35","","17","","16.1","","100.62","","","","","","Rain"
"2016-11-03 08:00","2016","11","03","08:00","10.5","","8.6","","88","","35","","8","","16.1","","100.70","","","","","","NA"
"2016-11-03 09:00","2016","11","03","09:00","11.6","","8.8","","83","","32","","15","","16.1","","100.82","","","","","","NA"
"2016-11-03 10:00","2016","11","03","10:00","11.2","","8.0","","81","","33","","24","","16.1","","100.89","","","","","","NA"
"2016-11-03 11:00","2016","11","03","11:00","12.3","","8.0","","75","","33","","22","","16.1","","100.87","","","","","","NA"
"2016-11-03 12:00","2016","11","03","12:00","13.3","","8.2","","71","","29","","22","","16.1","","100.88","","","","","","NA"
"2016-11-03 13:00","2016","11","03","13:00","14.1","","7.9","","66","","32","","15","","16.1","","100.83","","","","","","NA"
"2016-11-03 14:00","2016","11","03","14:00","14.7","","6.9","","59","","30","","15","","16.1","","100.81","","","","","","NA"
"2016-11-03 15:00","2016","11","03","15:00","14.9","","5.8","","54","","31","","18","","16.1","","100.82","","","","","","NA"
"2016-11-03 16:00","2016","11","03","16:00","14.3","","7.6","","64","","34","","15","","16.1","","100.87","","","","","","NA"
"2016-11-03 17:00","2016","11","03","17:00","12.5","","6.8","","68","","32","","21","","16.1","","100.95","","","","","","NA"
"2016-11-03 18:00","2016","11","03","18:00","11.8","","6.6","","70","","32","","18","","16.1","","101.01","","","","","","NA"
"2016-11-03 19:00","2016","11","03","19:00","10.8","","5.8","","71","","33","","18","","16.1","","101.09","","","","","","NA"
"2016-11-03 20:00","2016","11","03","20:00","10.3","","5.3","","71","","32","","18","","16.1","","101.12","","","","","","NA"
"2016-11-03 21:00","2016","11","03","21:00","9.7","","5.5","","75","","33","","17","","16.1","","101.16","","","","","","NA"
"2016-11-03 22:00","2016","11","03","22:00","9.5","","5.3","","75","","33","","9","","16.1","","101.22","","","","","","NA"
"2016-11-03 23:00","2016","11","03","23:00","8.9","","4.5","","74","","33","","13","","16.1","","101.31","","","","","","NA"
"2016-11-04 00:00","2016","11","04","00:00","8.3","","3.8","","73","","35","","18","","16.1","","101.40","","","","","","NA"
"2016-11-04 01:00","2016","11","04","01:00","7.6","","3.5","","75","","33","","13","","16.1","","101.45","","","","","","NA"
"2016-11-04 02:00","2016","11","04","02:00","6.9","","3.7","","80","","33","","5","","16.1","","101.48","","","","","","NA"
"2016-11-04 03:00","2016","11","04","03:00","6.5","","3.7","","82","","31","","8","","16.1","","101.50","","","","","","NA"
"2016-11-04 04:00","2016","11","04","04:00","5.8","","3.2","","83","","30","","9","","16.1","","101.58","","","","","","NA"
"2016-11-04 05:00","2016","11","04","05:00","5.8","","3.2","","83","","34","","9","","16.1","","101.63","","","","","","NA"
"2016-11-04 06:00","2016","11","04","06:00","5.3","","1.8","","78","","29","","9","","16.1","","101.62","","","","","","NA"
"2016-11-04 07:00","2016","11","04","07:00","5.0","","2.0","","81","","30","","9","","16.1","","101.73","","","","","","NA"
"2016-11-04 08:00","2016","11","04","08:00","5.3","","2.1","","80","","30","","9","","16.1","","101.82","","","","","","NA"
"2016-11-04 09:00","2016","11","04","09:00","6.6","","2.1","","73","","31","","9","","16.1","","101.82","","","","","","NA"
"2016-11-04 10:00","2016","11","04","10:00","7.3","","2.2","","70","","31","","11","","16.1","","101.85","","","","","","NA"
"2016-11-04 11:00","2016","11","04","11:00","8.6","","2.8","","67","","27","","17","","16.1","","101.85","","","","","","NA"
"2016-11-04 12:00","2016","11","04","12:00","9.9","","2.7","","61","","29","","17","","16.1","","101.82","","","","","","NA"
"2016-11-04 13:00","2016","11","04","13:00","10.3","","3.6","","63","","20","","15","","16.1","","101.67","","","","","","NA"
"2016-11-04 14:00","2016","11","04","14:00","9.7","","4.1","","68","","18","","18","","16.1","","101.59","","","","","","NA"
"2016-11-04 15:00","2016","11","04","15:00","12.1","","3.4","","55","","27","","21","","16.1","","101.55","","","","","","NA"
"2016-11-04 16:00","2016","11","04","16:00","12.0","","3.0","","54","","29","","13","","16.1","","101.54","","","","","","NA"
"2016-11-04 17:00","2016","11","04","17:00","11.5","","2.0","","52","","29","","18","","16.1","","101.51","","","","","","NA"
"2016-11-04 18:00","2016","11","04","18:00","10.5","","2.4","","57","","29","","17","","16.1","","101.54","","","","","","NA"
"2016-11-04 19:00","2016","11","04","19:00","9.7","","2.7","","61","","29","","18","","16.1","","101.54","","","","","","NA"
"2016-11-04 20:00","2016","11","04","20:00","8.5","","2.6","","66","","27","","17","","16.1","","101.54","","","","","","NA"
"2016-11-04 21:00","2016","11","04","21:00","8.4","","3.3","","70","","24","","18","","16.1","","101.53","","","","","","NA"
"2016-11-04 22:00","2016","11","04","22:00","8.5","","4.5","","76","","24","","22","","16.1","","101.47","","","","","","NA"
"2016-11-04 23:00","2016","11","04","23:00","8.1","","4.3","","77","","25","","21","","16.1","","101.41","","","","","","NA"
"2016-11-05 00:00","2016","11","05","00:00","8.3","","4.2","","75","","27","","21","","16.1","","101.33","","","","","","NA"
"2016-11-05 01:00","2016","11","05","01:00","9.8","","4.6","","70","","27","","30","","16.1","","101.29","","","","","","NA"
"2016-11-05 02:00","2016","11","05","02:00","9.3","","5.1","","75","","26","","26","","16.1","","101.30","","","","","","NA"
"2016-11-05 03:00","2016","11","05","03:00","9.0","","5.2","","77","","27","","18","","16.1","","101.30","","","","","","NA"
"2016-11-05 04:00","2016","11","05","04:00","8.9","","5.5","","79","","27","","17","","16.1","","101.28","","","","","","NA"
"2016-11-05 05:00","2016","11","05","05:00","8.4","","5.7","","83","","27","","15","","16.1","","101.35","","","","","","NA"
"2016-11-05 06:00","2016","11","05","06:00","8.4","","6.0","","85","","27","","13","","16.1","","101.35","","","","","","NA"
"2016-11-05 07:00","2016","11","05","07:00","8.5","","6.3","","86","","29","","13","","16.1","","101.35","","","","","","NA"
"2016-11-05 08:00","2016","11","05","08:00","9.6","","7.2","","85","","30","","18","","16.1","","101.40","","","","","","NA"
"2016-11-05 09:00","2016","11","05","09:00","11.3","","7.8","","79","","31","","24","","16.1","","101.43","","","","","","NA"
"2016-11-05 10:00","2016","11","05","10:00","12.5","","8.4","","76","","30","","26","","16.1","","101.44","","","","","","NA"
"2016-11-05 11:00","2016","11","05","11:00","12.8","","8.5","","75","","26","","21","","16.1","","101.42","","","","","","NA"
"2016-11-05 12:00","2016","11","05","12:00","13.4","","8.5","","72","","27","","21","","16.1","","101.37","","","","","","NA"
"2016-11-05 13:00","2016","11","05","13:00","15.0","","9.0","","67","","26","","24","","16.1","","101.31","","","","","","NA"
"2016-11-05 14:00","2016","11","05","14:00","15.5","","8.7","","64","","27","","17","","16.1","","101.20","","","","","","NA"
"2016-11-05 15:00","2016","11","05","15:00","16.4","","8.1","","58","","28","","21","","16.1","","101.18","","","","","","NA"
"2016-11-05 16:00","2016","11","05","16:00","16.0","","8.1","","59","","27","","17","","16.1","","101.20","","","","","","NA"
"2016-11-05 17:00","2016","11","05","17:00","15.4","","7.7","","60","","28","","17","","16.1","","101.19","","","","","","NA"
"2016-11-05 18:00","2016","11","05","18:00","13.5","","8.6","","72","","26","","15","","16.1","","101.22","","","","","","NA"
"2016-11-05 19:00","2016","11","05","19:00","13.1","","8.7","","74","","26","","18","","16.1","","101.27","","","","","","NA"
"2016-11-05 20:00","2016","11","05","20:00","12.6","","8.5","","76","","27","","17","","16.1","","101.37","","","","","","NA"
"2016-11-05 21:00","2016","11","05","21:00","12.0","","8.0","","77","","28","","13","","16.1","","101.40","","","","","","NA"
"2016-11-05 22:00","2016","11","05","22:00","11.2","","7.7","","79","","29","","8","","16.1","","101.45","","","","","","NA"
"2016-11-05 23:00","2016","11","05","23:00","11.2","","7.5","","78","","33","","13","","16.1","","101.50","","","","","","NA"
"2016-11-06 00:00","2016","11","06","00:00","10.7","","7.2","","79","","30","","8","","16.1","","101.53","","","","","","NA"
"2016-11-06 01:00","2016","11","06","01:00","10.3","","7.0","","80","","32","","9","","16.1","","101.57","","","","","","NA"
"2016-11-06 02:00","2016","11","06","02:00","10.2","","6.8","","79","","33","","9","","16.1","","101.62","","","","","","NA"
"2016-11-06 03:00","2016","11","06","03:00","9.8","","6.1","","78","","31","","11","","16.1","","101.68","","","","","","NA"
"2016-11-06 04:00","2016","11","06","04:00","9.1","","3.7","","69","","32","","13","","16.1","","101.71","","","","","","NA"
"2016-11-06 05:00","2016","11","06","05:00","8.8","","3.0","","67","","33","","11","","16.1","","101.77","","","","","","NA"
"2016-11-06 06:00","2016","11","06","06:00","7.7","","2.6","","70","","33","","9","","16.1","","101.86","","","","","","NA"
"2016-11-06 07:00","2016","11","06","07:00","7.6","","2.5","","70","","30","","5","","16.1","","101.93","","","","","","NA"
"2016-11-06 08:00","2016","11","06","08:00","8.1","","2.1","","66","","33","","11","","16.1","","102.03","","","","","","NA"
"2016-11-06 09:00","2016","11","06","09:00","9.8","","1.0","","54","","3","","5","","16.1","","102.08","","","","","","NA"
"2016-11-06 10:00","2016","11","06","10:00","10.3","","1.7","","55","","8","","11","","16.1","","102.14","","","","","","NA"
"2016-11-06 11:00","2016","11","06","11:00","10.2","","3.0","","61","","13","","13","","16.1","","102.12","","","","","","NA"
"2016-11-06 12:00","2016","11","06","12:00","10.6","","3.3","","61","","9","","11","","16.1","","102.08","","","","","","NA"
"2016-11-06 13:00","2016","11","06","13:00","10.2","","3.3","","62","","17","","11","","16.1","","102.06","","","","","","NA"
"2016-11-06 14:00","2016","11","06","14:00","10.6","","3.8","","63","","18","","11","","16.1","","102.04","","","","","","NA"
"2016-11-06 15:00","2016","11","06","15:00","10.6","","4.6","","66","","20","","13","","16.1","","102.00","","","","","","NA"
"2016-11-06 16:00","2016","11","06","16:00","10.4","","5.0","","69","","21","","15","","16.1","","102.01","","","","","","NA"
"2016-11-06 17:00","2016","11","06","17:00","9.8","","4.8","","71","","20","","9","","16.1","","102.01","","","","","","NA"
"2016-11-06 18:00","2016","11","06","18:00","9.8","","3.1","","63","","22","","8","","16.1","","102.02","","","","","","NA"
"2016-11-06 19:00","2016","11","06","19:00","9.1","","3.1","","66","","21","","4","","16.1","","102.05","","","","","","NA"
"2016-11-06 20:00","2016","11","06","20:00","8.1","","3.4","","72","","14","","4","","16.1","","102.04","","","","","","NA"
"2016-11-06 21:00","2016","11","06","21:00","7.6","","3.4","","74","","14","","4","","16.1","","102.05","","","","","","NA"
"2016-11-06 22:00","2016","11","06","22:00","9.5","","6.8","","83","","10","","4","","16.1","","102.07","","","","","","NA"
"2016-11-06 23:00","2016","11","06","23:00","7.4","","5.9","","90","","","","0","","16.1","","102.08","","","","","","NA"
"2016-11-07 00:00","2016","11","07","00:00","7.6","","7.0","","96","","","","0","","16.1","","102.09","","","","","","NA"
"2016-11-07 01:00","2016","11","07","01:00","7.1","","6.2","","94","","9","","8","","16.1","","102.09","","","","","","NA"
"2016-11-07 02:00","2016","11","07","02:00","7.2","","5.7","","90","","8","","8","","16.1","","102.09","","","","","","NA"
"2016-11-07 03:00","2016","11","07","03:00","7.3","","6.5","","95","","","","0","","16.1","","102.08","","","","","","NA"
"2016-11-07 04:00","2016","11","07","04:00","5.7","","5.1","","96","","8","","5","","16.1","","102.06","","","","","","NA"
"2016-11-07 05:00","2016","11","07","05:00","6.1","","5.7","","97","","8","","5","","12.9","","102.09","","","","","","NA"
"2016-11-07 06:00","2016","11","07","06:00","5.1","","4.1","","93","","30","","4","","16.1","","102.13","","","","","","NA"
"2016-11-07 07:00","2016","11","07","07:00","5.2","","4.5","","95","","","","0","","16.1","","102.15","","","","","","NA"
"2016-11-07 08:00","2016","11","07","08:00","5.9","","5.3","","96","","","","0","","8.1","","102.20","","","","","","Fog"
"2016-11-07 09:00","2016","11","07","09:00","9.6","","6.5","","81","","","M","4","","16.1","","102.21","","","","","","NA"
"2016-11-07 10:00","2016","11","07","10:00","10.9","","7.4","","79","","","","0","","16.1","","102.18","","","","","","NA"
"2016-11-07 11:00","2016","11","07","11:00","11.6","","8.2","","80","","20","","5","","16.1","","102.15","","","","","","NA"
"2016-11-07 12:00","2016","11","07","12:00","12.3","","7.8","","74","","19","","5","","16.1","","102.09","","","","","","NA"
"2016-11-07 13:00","2016","11","07","13:00","13.2","","8.7","","74","","13","","8","","16.1","","102.02","","","","","","NA"
"2016-11-07 14:00","2016","11","07","14:00","13.1","","9.1","","76","","6","","9","","16.1","","101.97","","","","","","NA"
"2016-11-07 15:00","2016","11","07","15:00","13.4","","9.1","","75","","7","","9","","16.1","","101.92","","","","","","NA"
"2016-11-07 16:00","2016","11","07","16:00","12.9","","9.4","","79","","6","","11","","16.1","","101.87","","","","","","NA"
"2016-11-07 17:00","2016","11","07","17:00","11.9","","9.5","","85","","8","","9","","16.1","","101.81","","","","","","NA"
"2016-11-07 18:00","2016","11","07","18:00","11.3","","10.1","","92","","10","","8","","16.1","","101.81","","","","","","NA"
"2016-11-07 19:00","2016","11","07","19:00","11.4","","10.3","","93","","7","","11","","16.1","","101.78","","","","","","NA"
"2016-11-07 20:00","2016","11","07","20:00","10.8","","9.9","","94","","9","","9","","16.1","","101.71","","","","","","NA"
"2016-11-07 21:00","2016","11","07","21:00","10.7","","9.8","","94","","7","","9","","16.1","","101.66","","","","","","NA"
"2016-11-07 22:00","2016","11","07","22:00","9.2","","8.6","","96","","8","","5","","11.3","","101.62","","","","","","NA"
"2016-11-07 23:00","2016","11","07","23:00","9.5","","9.1","","97","","7","","9","","16.1","","101.55","","","","","","NA"
"2016-11-08 00:00","2016","11","08","00:00","8.7","","8.1","","96","","8","","5","","8.1","","101.51","","","","","","Fog"
"2016-11-08 01:00","2016","11","08","01:00","7.9","","7.6","","98","","8","","5","","4.8","","101.46","","","","","","Fog"
"2016-11-08 02:00","2016","11","08","02:00","7.1","","6.9","","98","","8","","5","","0.6","","101.43","","","","","","Fog"
"2016-11-08 03:00","2016","11","08","03:00","7.4","","7.1","","98","","9","","5","","11.3","","101.34","","","","","","NA"
"2016-11-08 04:00","2016","11","08","04:00","7.8","","7.4","","97","","8","","5","","12.9","","101.28","","","","","","NA"
"2016-11-08 05:00","2016","11","08","05:00","8.2","","7.6","","96","","8","","9","","16.1","","101.23","","","","","","NA"
"2016-11-08 06:00","2016","11","08","06:00","7.8","","7.2","","96","","7","","8","","12.9","","101.17","","","","","","NA"
"2016-11-08 07:00","2016","11","08","07:00","7.9","","7.2","","95","","8","","8","","12.9","","101.13","","","","","","NA"
